wojewodztwo_nazwa;powiat_nazwa;gmina_nazwa;liczba_ludnosci;w1_zaszczepieni_pacjenci;w3_zaszczepieni_pelna_dawka;w3;grupa_wiekowa;w1_0_11;w1_12_19;w1_20_39;w1_40_59;w1_60_69;w1_70plus;wojewodztwo_nazwa;powiat_nazwa;gmina_nazwa;WOJ;POW;GMI;RODZ;NAZWA;NAZWA_DOD;STAN_NA;woj.;pow;nazwa;kod
podlaskie;augustowski;gm.w. P³aska;2590;912;480;18,5;:;0;12;157;328;191;224;podlaskie;augustowski;gm.w. P³aska;20;1;6;2;P³aska;gmina wiejska;43831;PODLASKIE;augustowski;gm.w. P³aska;200106
podlaskie;augustowski;gm.w. Sztabin;4996;1341;843;16,9;:;0;29;237;380;317;378;podlaskie;augustowski;gm.w. Sztabin;20;1;7;2;Sztabin;gmina wiejska;43831;PODLASKIE;augustowski;gm.w. Sztabin;200107
podlaskie;bia³ostocki;gm.m-w. Choroszcz;15781;5961;4668;29,6;:;0;135;1276;2195;1267;1088;podlaskie;bia³ostocki;gm.m-w. Choroszcz;20;2;1;3;Choroszcz;gmina miejsko-wiejska;43831;PODLASKIE;bia³ostocki;gm.m-w. Choroszcz;200201
podlaskie;bia³ostocki;gm.m-w. Czarna Bia³ostocka;11211;3719;2760;24,6;:;0;77;625;1096;939;982;podlaskie;bia³ostocki;gm.m-w. Czarna Bia³ostocka;20;2;2;3;Czarna Bia³ostocka;gmina miejsko-wiejska;43831;PODLASKIE;bia³ostocki;gm.m-w. Czarna Bia³ostocka;200202
podlaskie;bia³ostocki;gm.w. Dobrzyniewo Du¿e;9619;3409;2555;26,6;:;0;84;661;1328;683;653;podlaskie;bia³ostocki;gm.w. Dobrzyniewo Du¿e;20;2;3;2;Dobrzyniewo Du¿e;gmina wiejska;43831;PODLASKIE;bia³ostocki;gm.w. Dobrzyniewo Du¿e;200203
podlaskie;bia³ostocki;gm.w. Gródek;5093;1862;1183;23,2;:;0;25;271;535;445;586;podlaskie;bia³ostocki;gm.w. Gródek;20;2;4;2;Gródek;gmina wiejska;43831;PODLASKIE;bia³ostocki;gm.w. Gródek;200204
podlaskie;bia³ostocki;gm.w. Juchnowiec Koœcielny;16932;5998;4643;27,4;:;0;162;1300;2353;1213;970;podlaskie;bia³ostocki;gm.w. Juchnowiec Koœcielny;20;2;5;2;Juchnowiec Koœcielny;gmina wiejska;43831;PODLASKIE;bia³ostocki;gm.w. Juchnowiec Koœcielny;200205
podlaskie;bia³ostocki;gm.m-w. £apy;21653;7142;5387;24,9;:;0;106;1291;2064;1835;1846;podlaskie;bia³ostocki;gm.m-w. £apy;20;2;6;3;£apy;gmina miejsko-wiejska;43831;PODLASKIE;bia³ostocki;gm.m-w. £apy;200206
podlaskie;bia³ostocki;gm.m-w. Micha³owo;6446;2311;1816;28,2;:;0;34;330;688;576;683;podlaskie;bia³ostocki;gm.m-w. Micha³owo;20;2;7;3;Micha³owo;gmina miejsko-wiejska;43831;PODLASKIE;bia³ostocki;gm.m-w. Micha³owo;200207
podlaskie;bia³ostocki;gm.w. Poœwiêtne;3340;920;613;18,4;:;0;12;132;278;233;265;podlaskie;bia³ostocki;gm.w. Poœwiêtne;20;2;8;2;Poœwiêtne;gmina wiejska;43831;PODLASKIE;bia³ostocki;gm.w. Poœwiêtne;200208
podlaskie;bia³ostocki;gm.m-w. Supraœl;16003;6177;4711;29,4;:;0;158;1295;2299;1253;1172;podlaskie;bia³ostocki;gm.m-w. Supraœl;20;2;9;3;Supraœl;gmina miejsko-wiejska;43831;PODLASKIE;bia³ostocki;gm.m-w. Supraœl;200209
podlaskie;bia³ostocki;gm.m-w. Sura¿;1937;602;401;20,7;:;0;4;107;196;121;174;podlaskie;bia³ostocki;gm.m-w. Sura¿;20;2;10;3;Sura¿;gmina miejsko-wiejska;43831;PODLASKIE;bia³ostocki;gm.m-w. Sura¿;200210
podlaskie;bia³ostocki;gm.w. Turoœñ Koœcielna;6524;2269;1665;25,5;:;0;64;489;820;474;422;podlaskie;bia³ostocki;gm.w. Turoœñ Koœcielna;20;2;11;2;Turoœñ Koœcielna;gmina wiejska;43831;PODLASKIE;bia³ostocki;gm.w. Turoœñ Koœcielna;200211
podlaskie;bia³ostocki;gm.m-w. Tykocin;6167;1489;1095;17,8;:;0;22;254;411;332;470;podlaskie;bia³ostocki;gm.m-w. Tykocin;20;2;12;3;Tykocin;gmina miejsko-wiejska;43831;PODLASKIE;bia³ostocki;gm.m-w. Tykocin;200212
podlaskie;bia³ostocki;gm.m-w. Wasilków;18067;6452;5011;27,7;:;0;185;1508;2439;1188;1132;podlaskie;bia³ostocki;gm.m-w. Wasilków;20;2;13;3;Wasilków;gmina miejsko-wiejska;43831;PODLASKIE;bia³ostocki;gm.m-w. Wasilków;200213
podlaskie;bia³ostocki;gm.m-w. Zab³udów;9386;2952;1982;21,1;:;0;70;562;1047;643;630;podlaskie;bia³ostocki;gm.m-w. Zab³udów;20;2;14;3;Zab³udów;gmina miejsko-wiejska;43831;PODLASKIE;bia³ostocki;gm.m-w. Zab³udów;200214
podlaskie;bia³ostocki;gm.w. Zawady;2686;611;387;14,4;:;0;4;85;186;148;188;podlaskie;bia³ostocki;gm.w. Zawady;20;2;15;2;Zawady;gmina wiejska;43831;PODLASKIE;bia³ostocki;gm.w. Zawady;200215
podlaskie;bielski;m. Bielsk Podlaski;25044;8415;5964;23,8;:;0;122;1405;2540;2213;2135;podlaskie;bielski;m. Bielsk Podlaski;20;3;1;1;Bielsk Podlaski;gmina miejska;43831;PODLASKIE;bielski;m. Bielsk Podlaski;200301
podlaskie;bielski;m. Brañsk;3694;1324;916;24,8;:;0;24;241;401;334;324;podlaskie;bielski;m. Brañsk;20;3;2;1;Brañsk;gmina miejska;43831;PODLASKIE;bielski;m. Brañsk;200302
podlaskie;bielski;gm.w. Bielsk Podlaski;6501;1778;1230;18,9;:;0;20;208;473;359;718;podlaskie;bielski;gm.w. Bielsk Podlaski;20;3;3;2;Bielsk Podlaski;gmina wiejska;43831;PODLASKIE;bielski;gm.w. Bielsk Podlaski;200303
podlaskie;bielski;gm.w. Boæki;4099;1331;851;20,8;:;0;12;195;373;272;479;podlaskie;bielski;gm.w. Boæki;20;3;4;2;Boæki;gmina wiejska;43831;PODLASKIE;bielski;gm.w. Boæki;200304
podlaskie;bielski;gm.w. Brañsk;5566;1603;1023;18,4;:;0;22;227;452;334;568;podlaskie;bielski;gm.w. Brañsk;20;3;5;2;Brañsk;gmina wiejska;43831;PODLASKIE;bielski;gm.w. Brañsk;200305
podlaskie;bielski;gm.w. Orla;2638;723;533;20,2;:;0;4;78;152;155;334;podlaskie;bielski;gm.w. Orla;20;3;6;2;Orla;gmina wiejska;43831;PODLASKIE;bielski;gm.w. Orla;200306
podlaskie;bielski;gm.w. Rudka;1851;572;449;24,3;:;0;8;79;170;141;174;podlaskie;bielski;gm.w. Rudka;20;3;7;2;Rudka;gmina wiejska;43831;PODLASKIE;bielski;gm.w. Rudka;200307
podlaskie;bielski;gm.w. Wyszki;4302;1392;907;21,1;:;0;36;186;375;304;491;podlaskie;bielski;gm.w. Wyszki;20;3;8;2;Wyszki;gmina wiejska;43831;PODLASKIE;bielski;gm.w. Wyszki;200308
podlaskie;grajewski;m. Grajewo;21709;6096;4171;19,2;:;0;97;990;1896;1621;1492;podlaskie;grajewski;m. Grajewo;20;4;1;1;Grajewo;gmina miejska;43831;PODLASKIE;grajewski;m. Grajewo;200401
podlaskie;grajewski;gm.w. Grajewo;5772;1067;614;10,6;:;0;28;212;339;235;253;podlaskie;grajewski;gm.w. Grajewo;20;4;2;2;Grajewo;gmina wiejska;43831;PODLASKIE;grajewski;gm.w. Grajewo;200402
podlaskie;grajewski;gm.w. Radzi³ów;4646;923;582;12,5;:;0;12;159;264;217;271;podlaskie;grajewski;gm.w. Radzi³ów;20;4;3;2;Radzi³ów;gmina wiejska;43831;PODLASKIE;grajewski;gm.w. Radzi³ów;200403
podlaskie;grajewski;gm.m-w. Rajgród;5115;1365;845;16,5;:;0;26;209;415;350;365;podlaskie;grajewski;gm.m-w. Rajgród;20;4;4;3;Rajgród;gmina miejsko-wiejska;43831;PODLASKIE;grajewski;gm.m-w. Rajgród;200404
podlaskie;grajewski;gm.m-w. Szczuczyn;5994;1609;1071;17,9;:;0;13;286;503;395;412;podlaskie;grajewski;gm.m-w. Szczuczyn;20;4;5;3;Szczuczyn;gmina miejsko-wiejska;43831;PODLASKIE;grajewski;gm.m-w. Szczuczyn;200405
podlaskie;grajewski;gm.w. W¹sosz;3556;739;433;12,2;:;0;6;100;195;195;243;podlaskie;grajewski;gm.w. W¹sosz;20;4;6;2;W¹sosz;gmina wiejska;43831;PODLASKIE;grajewski;gm.w. W¹sosz;200406
podlaskie;hajnowski;m. Hajnówka;20265;7208;5410;26,7;:;0;102;1070;1966;1984;2086;podlaskie;hajnowski;m. Hajnówka;20;5;1;1;Hajnówka;gmina miejska;43831;PODLASKIE;hajnowski;m. Hajnówka;200501
podlaskie;hajnowski;gm.w. Bia³owie¿a;2130;906;658;30,9;:;0;17;131;272;194;292;podlaskie;hajnowski;gm.w. Bia³owie¿a;20;5;2;2;Bia³owie¿a;gmina wiejska;43831;PODLASKIE;hajnowski;gm.w. Bia³owie¿a;200502
podlaskie;hajnowski;gm.w. Czeremcha;3064;980;636;20,8;:;0;10;107;258;266;339;podlaskie;hajnowski;gm.w. Czeremcha;20;5;3;2;Czeremcha;gmina wiejska;43831;PODLASKIE;hajnowski;gm.w. Czeremcha;200503
podlaskie;hajnowski;gm.w. Czy¿e;1927;561;385;20;:;0;5;60;119;110;267;podlaskie;hajnowski;gm.w. Czy¿e;20;5;4;2;Czy¿e;gmina wiejska;43831;PODLASKIE;hajnowski;gm.w. Czy¿e;200504
podlaskie;hajnowski;gm.w. Dubicze Cerkiewne;1433;450;323;22,5;:;0;4;38;111;84;213;podlaskie;hajnowski;gm.w. Dubicze Cerkiewne;20;5;5;2;Dubicze Cerkiewne;gmina wiejska;43831;PODLASKIE;hajnowski;gm.w. Dubicze Cerkiewne;200505
podlaskie;hajnowski;gm.w. Hajnówka;3817;1075;800;21;:;0;21;140;290;287;337;podlaskie;hajnowski;gm.w. Hajnówka;20;5;6;2;Hajnówka;gmina wiejska;43831;PODLASKIE;hajnowski;gm.w. Hajnówka;200506
podlaskie;hajnowski;gm.m-w. Kleszczele;2408;688;496;20,6;:;0;7;82;174;158;267;podlaskie;hajnowski;gm.m-w. Kleszczele;20;5;7;3;Kleszczele;gmina miejsko-wiejska;43831;PODLASKIE;hajnowski;gm.m-w. Kleszczele;200507
podlaskie;hajnowski;gm.w. Narew;3417;1105;737;21,6;:;0;18;143;294;269;381;podlaskie;hajnowski;gm.w. Narew;20;5;8;2;Narew;gmina wiejska;43831;PODLASKIE;hajnowski;gm.w. Narew;200508
podlaskie;hajnowski;gm.w. Narewka;3530;1054;680;19,3;:;0;19;120;280;296;339;podlaskie;hajnowski;gm.w. Narewka;20;5;9;2;Narewka;gmina wiejska;43831;PODLASKIE;hajnowski;gm.w. Narewka;200509
podlaskie;kolneñski;m. Kolno;10143;3235;2283;22,5;:;0;42;615;1002;870;706;podlaskie;kolneñski;m. Kolno;20;6;1;1;Kolno;gmina miejska;43831;PODLASKIE;kolneñski;m. Kolno;200601
podlaskie;kolneñski;gm.w. Grabowo;3372;891;639;19;:;0;11;152;280;210;238;podlaskie;kolneñski;gm.w. Grabowo;20;6;2;2;Grabowo;gmina wiejska;43831;PODLASKIE;kolneñski;gm.w. Grabowo;200602
podlaskie;kolneñski;gm.w. Kolno;8498;1886;1160;13,7;:;0;25;339;603;433;486;podlaskie;kolneñski;gm.w. Kolno;20;6;3;2;Kolno;gmina wiejska;43831;PODLASKIE;kolneñski;gm.w. Kolno;200603
podlaskie;kolneñski;gm.w. Ma³y P³ock;4692;1207;773;16,5;:;0;19;211;359;287;331;podlaskie;kolneñski;gm.w. Ma³y P³ock;20;6;4;2;Ma³y P³ock;gmina wiejska;43831;PODLASKIE;kolneñski;gm.w. Ma³y P³ock;200604
podlaskie;kolneñski;gm.m-w. Stawiski;6069;1361;882;14,5;:;0;23;234;401;291;412;podlaskie;kolneñski;gm.m-w. Stawiski;20;6;5;3;Stawiski;gmina miejsko-wiejska;43831;PODLASKIE;kolneñski;gm.m-w. Stawiski;200605
podlaskie;kolneñski;gm.w. Turoœl;5113;929;608;11,9;:;0;16;150;312;168;283;podlaskie;kolneñski;gm.w. Turoœl;20;6;6;2;Turoœl;gmina wiejska;43831;PODLASKIE;kolneñski;gm.w. Turoœl;200606
podlaskie;³om¿yñski;gm.m-w. Jedwabne;5234;1178;772;14,7;:;0;19;181;359;287;332;podlaskie;³om¿yñski;gm.m-w. Jedwabne;20;7;1;3;Jedwabne;gmina miejsko-wiejska;43831;PODLASKIE;³om¿yñski;gm.m-w. Jedwabne;200701
podlaskie;³om¿yñski;gm.w. £om¿a;11254;3139;1965;17,5;:;0;64;650;1161;699;565;podlaskie;³om¿yñski;gm.w. £om¿a;20;7;2;2;£om¿a;gmina wiejska;43831;PODLASKIE;³om¿yñski;gm.w. £om¿a;200702
podlaskie;³om¿yñski;gm.w. Miastkowo;4216;886;575;13,6;:;0;14;174;292;206;200;podlaskie;³om¿yñski;gm.w. Miastkowo;20;7;3;2;Miastkowo;gmina wiejska;43831;PODLASKIE;³om¿yñski;gm.w. Miastkowo;200703
podlaskie;³om¿yñski;gm.m-w. Nowogród;3995;1048;693;17,3;:;0;19;162;382;217;268;podlaskie;³om¿yñski;gm.m-w. Nowogród;20;7;4;3;Nowogród;gmina miejsko-wiejska;43831;PODLASKIE;³om¿yñski;gm.m-w. Nowogród;200704
podlaskie;³om¿yñski;gm.w. Pi¹tnica;10666;2586;1598;15;:;0;41;520;838;582;605;podlaskie;³om¿yñski;gm.w. Pi¹tnica;20;7;5;2;Pi¹tnica;gmina wiejska;43831;PODLASKIE;³om¿yñski;gm.w. Pi¹tnica;200705
podlaskie;³om¿yñski;gm.w. Przytu³y;2059;476;296;14,4;:;0;10;79;145;100;142;podlaskie;³om¿yñski;gm.w. Przytu³y;20;7;6;2;Przytu³y;gmina wiejska;43831;PODLASKIE;³om¿yñski;gm.w. Przytu³y;200706
podlaskie;³om¿yñski;gm.w. Œniadowo;5280;1231;793;15;:;0;15;230;364;281;341;podlaskie;³om¿yñski;gm.w. Œniadowo;20;7;7;2;Œniadowo;gmina wiejska;43831;PODLASKIE;³om¿yñski;gm.w. Œniadowo;200707
podlaskie;³om¿yñski;gm.w. Wizna;3946;1016;633;16;:;0;4;157;290;242;323;podlaskie;³om¿yñski;gm.w. Wizna;20;7;8;2;Wizna;gmina wiejska;43831;PODLASKIE;³om¿yñski;gm.w. Wizna;200708
podlaskie;³om¿yñski;gm.w. Zbójna;4169;1009;583;14;:;0;17;179;374;195;244;podlaskie;³om¿yñski;gm.w. Zbójna;20;7;9;2;Zbójna;gmina wiejska;43831;PODLASKIE;³om¿yñski;gm.w. Zbójna;200709
podlaskie;moniecki;gm.m-w. Goni¹dz;4897;1365;927;18,9;:;0;17;223;408;339;378;podlaskie;moniecki;gm.m-w. Goni¹dz;20;8;1;3;Goni¹dz;gmina miejsko-wiejska;43831;PODLASKIE;moniecki;gm.m-w. Goni¹dz;200801
podlaskie;moniecki;gm.w. Jasionówka;2711;804;542;20;:;0;8;121;271;181;223;podlaskie;moniecki;gm.w. Jasionówka;20;8;2;2;Jasionówka;gmina wiejska;43831;PODLASKIE;moniecki;gm.w. Jasionówka;200802
podlaskie;moniecki;gm.w. Jaœwi³y;4801;1258;785;16,4;:;0;13;213;376;304;352;podlaskie;moniecki;gm.w. Jaœwi³y;20;8;3;2;Jaœwi³y;gmina wiejska;43831;PODLASKIE;moniecki;gm.w. Jaœwi³y;200803
podlaskie;moniecki;gm.m-w. Knyszyn;4713;1389;1002;21,3;:;0;23;275;427;336;328;podlaskie;moniecki;gm.m-w. Knyszyn;20;8;4;3;Knyszyn;gmina miejsko-wiejska;43831;PODLASKIE;moniecki;gm.m-w. Knyszyn;200804
podlaskie;moniecki;gm.w. Krypno;3960;1031;676;17,1;:;0;27;148;364;225;267;podlaskie;moniecki;gm.w. Krypno;20;8;5;2;Krypno;gmina wiejska;43831;PODLASKIE;moniecki;gm.w. Krypno;200805
podlaskie;moniecki;gm.m-w. Moñki;14795;3983;2775;18,8;:;0;58;686;1185;988;1066;podlaskie;moniecki;gm.m-w. Moñki;20;8;6;3;Moñki;gmina miejsko-wiejska;43831;PODLASKIE;moniecki;gm.m-w. Moñki;200806
podlaskie;moniecki;gm.w. Trzcianne;4193;962;634;15,1;:;0;17;127;268;224;326;podlaskie;moniecki;gm.w. Trzcianne;20;8;7;2;Trzcianne;gmina wiejska;43831;PODLASKIE;moniecki;gm.w. Trzcianne;200807
podlaskie;sejneñski;m. Sejny;5159;1853;1298;25,2;:;0;25;279;576;501;472;podlaskie;sejneñski;m. Sejny;20;9;1;1;Sejny;gmina miejska;43831;PODLASKIE;sejneñski;m. Sejny;200901
podlaskie;sejneñski;gm.w. Giby;2685;825;541;20,1;:;0;7;126;246;200;246;podlaskie;sejneñski;gm.w. Giby;20;9;2;2;Giby;gmina wiejska;43831;PODLASKIE;sejneñski;gm.w. Giby;200902
podlaskie;sejneñski;gm.w. Krasnopol;3756;1042;641;17,1;:;0;13;165;337;261;266;podlaskie;sejneñski;gm.w. Krasnopol;20;9;3;2;Krasnopol;gmina wiejska;43831;PODLASKIE;sejneñski;gm.w. Krasnopol;200903
podlaskie;sejneñski;gm.w. Puñsk;4156;1307;942;22,7;:;0;32;227;424;271;353;podlaskie;sejneñski;gm.w. Puñsk;20;9;4;2;Puñsk;gmina wiejska;43831;PODLASKIE;sejneñski;gm.w. Puñsk;200904
podlaskie;sejneñski;gm.w. Sejny;3933;1112;712;18,1;:;0;8;182;348;268;306;podlaskie;sejneñski;gm.w. Sejny;20;9;5;2;Sejny;gmina wiejska;43831;PODLASKIE;sejneñski;gm.w. Sejny;200905
podlaskie;siemiatycki;m. Siemiatycze;14210;4754;3327;23,4;:;0;65;847;1371;1373;1098;podlaskie;siemiatycki;m. Siemiatycze;20;10;1;1;Siemiatycze;gmina miejska;43831;PODLASKIE;siemiatycki;m. Siemiatycze;201001
podlaskie;siemiatycki;gm.m-w. Drohiczyn;6146;1887;1300;21,2;:;0;15;306;489;439;638;podlaskie;siemiatycki;gm.m-w. Drohiczyn;20;10;2;3;Drohiczyn;gmina miejsko-wiejska;43831;PODLASKIE;siemiatycki;gm.m-w. Drohiczyn;201002
podlaskie;siemiatycki;gm.w. Dziadkowice;2688;773;433;16,1;:;0;11;121;225;161;255;podlaskie;siemiatycki;gm.w. Dziadkowice;20;10;3;2;Dziadkowice;gmina wiejska;43831;PODLASKIE;siemiatycki;gm.w. Dziadkowice;201003
podlaskie;siemiatycki;gm.w. Grodzisk;4134;1186;817;19,8;:;0;15;158;328;241;444;podlaskie;siemiatycki;gm.w. Grodzisk;20;10;4;2;Grodzisk;gmina wiejska;43831;PODLASKIE;siemiatycki;gm.w. Grodzisk;201004
podlaskie;siemiatycki;gm.w. Mielnik;2298;735;492;21,4;:;0;10;87;179;164;295;podlaskie;siemiatycki;gm.w. Mielnik;20;10;5;2;Mielnik;gmina wiejska;43831;PODLASKIE;siemiatycki;gm.w. Mielnik;201005
podlaskie;siemiatycki;gm.w. Milejczyce;1702;449;327;19,2;:;0;4;40;102;102;201;podlaskie;siemiatycki;gm.w. Milejczyce;20;10;6;2;Milejczyce;gmina wiejska;43831;PODLASKIE;siemiatycki;gm.w. Milejczyce;201006
podlaskie;siemiatycki;gm.w. Nurzec-Stacja;3688;984;647;17,5;:;0;5;122;240;234;383;podlaskie;siemiatycki;gm.w. Nurzec-Stacja;20;10;7;2;Nurzec-Stacja;gmina wiejska;43831;PODLASKIE;siemiatycki;gm.w. Nurzec-Stacja;201007
podlaskie;siemiatycki;gm.w. Perlejewo;2726;751;440;16,1;:;0;7;94;214;174;262;podlaskie;siemiatycki;gm.w. Perlejewo;20;10;8;2;Perlejewo;gmina wiejska;43831;PODLASKIE;siemiatycki;gm.w. Perlejewo;201008
podlaskie;siemiatycki;gm.w. Siemiatycze;6026;1336;882;14,6;:;0;9;216;391;297;423;podlaskie;siemiatycki;gm.w. Siemiatycze;20;10;9;2;Siemiatycze;gmina wiejska;43831;PODLASKIE;siemiatycki;gm.w. Siemiatycze;201009
podlaskie;sokólski;gm.m-w. D¹browa Bia³ostock;11169;3626;2403;21,5;:;0;31;566;1104;899;1026;podlaskie;sokólski;gm.m-w. D¹browa Bia³ostock;20;11;1;3;D¹browa Bia³ostocka;gmina miejsko-wiejska;43831;PODLASKIE;sokólski;gm.m-w. D¹browa Bia³ostocka;201101
podlaskie;sokólski;gm.w. Janów;4002;1166;737;18,4;:;0;9;220;338;278;321;podlaskie;sokólski;gm.w. Janów;20;11;2;2;Janów;gmina wiejska;43831;PODLASKIE;sokólski;gm.w. Janów;201102
podlaskie;sokólski;gm.w. Korycin;3172;911;635;20;:;0;17;165;252;214;263;podlaskie;sokólski;gm.w. Korycin;20;11;3;2;Korycin;gmina wiejska;43831;PODLASKIE;sokólski;gm.w. Korycin;201103
podlaskie;sokólski;gm.m-w. Krynki;2958;1105;753;25,5;:;0;20;163;326;271;325;podlaskie;sokólski;gm.m-w. Krynki;20;11;4;3;Krynki;gmina miejsko-wiejska;43831;PODLASKIE;sokólski;gm.m-w. Krynki;201104
podlaskie;sokólski;gm.w. KuŸnica;3890;1342;952;24,5;:;0;13;208;482;279;360;podlaskie;sokólski;gm.w. KuŸnica;20;11;5;2;KuŸnica;gmina wiejska;43831;PODLASKIE;sokólski;gm.w. KuŸnica;201105
podlaskie;sokólski;gm.w. Nowy Dwór;2573;806;446;17,3;:;0;7;119;235;187;258;podlaskie;sokólski;gm.w. Nowy Dwór;20;11;6;2;Nowy Dwór;gmina wiejska;43831;PODLASKIE;sokólski;gm.w. Nowy Dwór;201106
podlaskie;sokólski;gm.w. Sidra;3358;1197;806;24;:;0;13;188;383;290;323;podlaskie;sokólski;gm.w. Sidra;20;11;7;2;Sidra;gmina wiejska;43831;PODLASKIE;sokólski;gm.w. Sidra;201107
podlaskie;sokólski;gm.m-w. Sokó³ka;25184;9293;6087;24,2;:;0;218;1702;3047;2231;2095;podlaskie;sokólski;gm.m-w. Sokó³ka;20;11;8;3;Sokó³ka;gmina miejsko-wiejska;43831;PODLASKIE;sokólski;gm.m-w. Sokó³ka;201108
podlaskie;sokólski;gm.m-w. Suchowola;6765;2073;1332;19,7;:;0;26;305;658;482;602;podlaskie;sokólski;gm.m-w. Suchowola;20;11;9;3;Suchowola;gmina miejsko-wiejska;43831;PODLASKIE;sokólski;gm.m-w. Suchowola;201109
podlaskie;sokólski;gm.w. Szudzia³owo;2812;1003;693;24,6;:;0;24;129;311;227;312;podlaskie;sokólski;gm.w. Szudzia³owo;20;11;10;2;Szudzia³owo;gmina wiejska;43831;PODLASKIE;sokólski;gm.w. Szudzia³owo;201110
podlaskie;suwalski;gm.w. Baka³arzewo;3091;802;498;16,1;:;0;15;171;248;216;152;podlaskie;suwalski;gm.w. Baka³arzewo;20;12;1;2;Baka³arzewo;gmina wiejska;43831;PODLASKIE;suwalski;gm.w. Baka³arzewo;201201
podlaskie;suwalski;gm.w. Filipów;4212;1236;827;19,6;:;0;12;210;353;321;340;podlaskie;suwalski;gm.w. Filipów;20;12;2;2;Filipów;gmina wiejska;43831;PODLASKIE;suwalski;gm.w. Filipów;201202
podlaskie;suwalski;gm.w. Jeleniewo;3156;886;552;17,5;:;0;21;159;290;209;207;podlaskie;suwalski;gm.w. Jeleniewo;20;12;3;2;Jeleniewo;gmina wiejska;43831;PODLASKIE;suwalski;gm.w. Jeleniewo;201203
podlaskie;suwalski;gm.w. Przeroœl;2907;666;445;15,3;:;0;11;149;185;139;182;podlaskie;suwalski;gm.w. Przeroœl;20;12;4;2;Przeroœl;gmina wiejska;43831;PODLASKIE;suwalski;gm.w. Przeroœl;201204
podlaskie;suwalski;gm.w. Raczki;5860;1606;961;16,4;:;0;28;290;514;391;383;podlaskie;suwalski;gm.w. Raczki;20;12;5;2;Raczki;gmina wiejska;43831;PODLASKIE;suwalski;gm.w. Raczki;201205
podlaskie;suwalski;gm.w. Rutka-Tartak;2330;710;491;21,1;:;0;23;127;246;138;176;podlaskie;suwalski;gm.w. Rutka-Tartak;20;12;6;2;Rutka-Tartak;gmina wiejska;43831;PODLASKIE;suwalski;gm.w. Rutka-Tartak;201206
podlaskie;suwalski;gm.w. Suwa³ki;7826;2519;1654;21,1;:;0;74;537;984;496;428;podlaskie;suwalski;gm.w. Suwa³ki;20;12;7;2;Suwa³ki;gmina wiejska;43831;PODLASKIE;suwalski;gm.w. Suwa³ki;201207
podlaskie;suwalski;gm.w. Szypliszki;3884;1010;637;16,4;:;0;20;180;301;219;290;podlaskie;suwalski;gm.w. Szypliszki;20;12;8;2;Szypliszki;gmina wiejska;43831;PODLASKIE;suwalski;gm.w. Szypliszki;201208
podlaskie;suwalski;gm.w. Wi¿ajny;2311;739;513;22,2;:;0;16;107;223;176;217;podlaskie;suwalski;gm.w. Wi¿ajny;20;12;9;2;Wi¿ajny;gmina wiejska;43831;PODLASKIE;suwalski;gm.w. Wi¿ajny;201209
podlaskie;wysokomazowiecki;m. Wysokie Mazowieckie;9336;3670;2545;27,3;:;0;84;746;1175;912;753;podlaskie;wysokomazowiecki;m. Wysokie Mazowieckie;20;13;1;1;Wysokie Mazowieckie;gmina miejska;43831;PODLASKIE;wysokomazowiecki;m. Wysokie Mazowieckie;201301
podlaskie;wysokomazowiecki;gm.m-w. Ciechanowiec;8494;2839;1937;22,8;:;0;37;442;834;699;827;podlaskie;wysokomazowiecki;gm.m-w. Ciechanowiec;20;13;2;3;Ciechanowiec;gmina miejsko-wiejska;43831;PODLASKIE;wysokomazowiecki;gm.m-w. Ciechanowiec;201302
podlaskie;wysokomazowiecki;gm.m-w. Czy¿ew;6318;2207;1391;22;:;0;34;404;689;483;597;podlaskie;wysokomazowiecki;gm.m-w. Czy¿ew;20;13;3;3;Czy¿ew;gmina miejsko-wiejska;43831;PODLASKIE;wysokomazowiecki;gm.m-w. Czy¿ew;201303
podlaskie;wysokomazowiecki;gm.w. Klukowo;4255;1384;940;22,1;:;0;8;212;409;279;476;podlaskie;wysokomazowiecki;gm.w. Klukowo;20;13;4;2;Klukowo;gmina wiejska;43831;PODLASKIE;wysokomazowiecki;gm.w. Klukowo;201304
podlaskie;wysokomazowiecki;gm.w. Kobylin-Borzymy;3148;726;454;14,4;:;0;11;96;201;175;243;podlaskie;wysokomazowiecki;gm.w. Kobylin-Borzymy;20;13;5;2;Kobylin-Borzymy;gmina wiejska;43831;PODLASKIE;wysokomazowiecki;gm.w. Kobylin-Borzymy;201305
podlaskie;wysokomazowiecki;gm.w. Kulesze Koœcielne;3057;741;491;16,1;:;0;5;112;217;170;237;podlaskie;wysokomazowiecki;gm.w. Kulesze Koœcielne;20;13;6;2;Kulesze Koœcielne;gmina wiejska;43831;PODLASKIE;wysokomazowiecki;gm.w. Kulesze Koœcielne;201306
podlaskie;wysokomazowiecki;gm.w. Nowe Piekuty;3816;1053;732;19,2;:;0;22;172;290;237;332;podlaskie;wysokomazowiecki;gm.w. Nowe Piekuty;20;13;7;2;Nowe Piekuty;gmina wiejska;43831;PODLASKIE;wysokomazowiecki;gm.w. Nowe Piekuty;201307
podlaskie;wysokomazowiecki;gm.w. Soko³y;5679;1516;920;16,2;:;0;20;264;418;391;423;podlaskie;wysokomazowiecki;gm.w. Soko³y;20;13;8;2;Soko³y;gmina wiejska;43831;PODLASKIE;wysokomazowiecki;gm.w. Soko³y;201308
